City,State,Shape,Duration,Summary,Posted,Date,Time
San Francisco,CA,Triangle,8,Huge triangle of lights. Looked like really bright stars till it rotated and flew off almost like it was gliding. It made no noise and.,5/15/2013,4/11/2013,22:00:00
Highlands Ranch,CO,Triangle,2400,2 UFO's spotted. Triangle one got aggressive and shot at the white ball one until it left.,9/9/2013,4/11/2013,21:00:00
Fairfield,CA,Triangle,300,"4/8/2013 - Large Slow Moving Triangle shaped craft - Fairfield, CA",4/12/2013,4/8/2013,23:00:00
Redwood City,CA,Triangle,1200,6 yellow lights in two triangle formations,5/15/2013,4/6/2013,22:00:00
Floyd,VA,Triangle,180,Floyd VA triangle UFO spotted 0n 4 April 2013.,5/15/2013,4/6/2013,20:34:00
Hilmar,CA,Triangle,120,"Triangular shaped object, with serpent like moving tail, and blue, red, green, orange, and white lights.",5/15/2013,4/5/2013,20:30:00
Red Wing,MN,Triangle,180,Three orange lights in a triangular formation moving west to east and then east to west across the sky.,5/15/2013,4/4/2013,21:04:00
Northampton,MA,Triangle,180,Low hovering lit craft.,4/12/2013,4/3/2013,12:30:00
New Baltimore,MI,Triangle,420,"Bright white object wandering over New Baltimore, MI",5/15/2013,4/3/2013,5:30:00
Chapel Hill,NC,Triangle,180,Dark Triangle with red lights flying close to ground. Made abrupt turn. Made no sound.,7/5/2013,4/2/2013,3:00:00
Moncks Corner,SC,Triangle,120,Triangular Craft Flies Above Home and Goes Lights Off,5/15/2013,4/1/2013,22:02:00
Brookston,IN,Triangle,10,"Very dimly lit triangular-shaped object over Brookston, Indiana",5/15/2013,4/1/2013,21:25:00
Muncie,IN,Triangle,600,"Sighting of multiple triangular shaped objects with yellow & orange/red lights moving across the sky near Muncie, IN.

 500 Lights On",5/15/2013,3/31/2013,3:00:00
Pickerington,OH,Triangle,1800,"Lights in triangle shape above Pickerington, OH.",4/12/2013,3/30/2013,22:00:00
Bay City,MI,Triangle,4,"We witnessed a strange aircraft that traveled much higher, faster and was a lot larger than anything we've ever seen or read about.",4/12/2013,3/30/2013,22:00:00
Canajoharie,NY,Triangle,30,"Black, Triangle, no lights or windows, flying very low, quiet",4/12/2013,3/30/2013,21:23:00
San Diego,CA,Triangle,60,UFO sighted over Downtown San Diego.,4/12/2013,3/30/2013,16:05:00
Chesapeake,VA,Triangle,300,Red orange fireballs in a triangle shape hovering over 64.,5/15/2013,3/29/2013,21:30:00
Rochester,MN,Triangle,45,Glowing orange triangle object flew across the sky at a high rate of speed.,5/15/2013,3/29/2013,21:00:00
Chicago,IL,Triangle,15,Five lights forming a scalene triangle flying North to South over Chicago (3/27/13),4/12/2013,3/27/2013,23:41:00
Southington,CT,Triangle,30,Triangle shaped object in the sky. bright yellow lights with no noise.,5/15/2013,3/27/2013,2:30:00
El Centro,CA,Triangle,2100,3 orange bright triangle or arrowhead shape lights reappeared.,7/22/2013,3/26/2013,21:05:00
Lake Oswego,OR,Triangle,360,Red dots looked like ufos,4/12/2013,3/26/2013,20:10:00
Waldorf,MD,Triangle,120,A hovering black triangle in a snow storm.,4/12/2013,3/25/2013,20:30:00
Springdale,AR,Triangle,30,Triangle very weird odd buzzing humming sound and solid lights,4/12/2013,3/24/2013,1:00:00
Spring,TX,Triangle,600,Multiple bright lights traveling southeast with one flyover.,5/15/2013,3/23/2013,22:30:00
Akron (Ellet),OH,Triangle,60,Black craft silent about the size of a plane.,4/12/2013,3/23/2013,10:58:00
Bridgewater,MA,Triangle,120,Triangle shaped object moves back n forth over tree line n dissapears over BSU.,5/15/2013,3/20/2013,1:53:00
Inola,OK,Triangle,300,Couple see's triangler ufo in inola oklahoma.,5/15/2013,3/19/2013,3:06:00
Gulf Shores,AL,Triangle,300,I dont know what the object is besides the shape in the report. ((e-address deleted)),5/15/2013,3/17/2013,11:44:00
Wasilla,AK,Triangle,300,ON 3/16/2013 AT 23:20 SEEN NORTHERN LIGHTS THROUGH WINDOW WHILE GETTING READY FOR BED. WENT OUTSIDE TO ENJOY THE SHOW AND TOLD MY GIRLF,5/15/2013,3/16/2013,23:20:00
Oswego,NY,Triangle,10,A triangular object with three bright orange lights travelled across the sky heading North.,5/15/2013,3/16/2013,20:15:00
Knoxville,TN,Triangle,120,I was playing basket ball i looked up and two lights were next to eachother then a triangle appeared it scare all f the six witneses,5/15/2013,3/16/2013,8:35:00
Huntsville,AL,Triangle,30,"Three yellow lights surrounding a central red light were seen on a black, presumably triangular shape flying low and silently.",7/11/2014,3/15/2013,4:00:00
Louisville,KY,Triangle,600,3 hovering triangular shaped craft.,5/15/2013,3/14/2013,2:13:00
Florien,LA,Triangle,1500,Large triangle object about an acre to acre and half in size hovering above trees ..stationary,5/15/2013,3/13/2013,1:00:00
Bethlehem,PA,Triangle,40,Orange triangle.,5/15/2013,3/12/2013,8:45:00
Lakeside,OR,Triangle,300,My wife and I was in the Spinreel Dunes area trying to watch a comet that was supposed to be seen that night.,5/15/2013,3/10/2013,21:30:00
Fairport,NY,Triangle,60,Triangle flies silently over house.,8/22/2014,3/10/2013,12:50:00
Portland,OR,Triangle,45,"Three triangular bright orange light objects hovering low in the sky: Portland, Oregon.",5/15/2013,3/9/2013,22:05:00
Gilbert,AZ,Triangle,300,"10 objects, pulsating red flame and yellow over Gilbert, Az. March 9, 2013",4/12/2013,3/9/2013,20:30:00
Fairfax,VA,Triangle,300,Triangular object gliding through the night sky.,5/15/2013,3/9/2013,8:00:00
Mansfield,OH,Triangle,300,Three lights in a trianglular shape hovering than quickly flying away.,5/15/2013,3/9/2013,0:20:00
Sunset,UT,Triangle,1800,03-03-13 and 03-04-13 Four very bright white and blue tinted pulsing triangle shaped objects - Davis County.,4/12/2013,3/3/2013,22:30:00
Charleston,WV,Triangle,120,Solid triangular lights or light on the underbody,5/15/2013,3/1/2013,23:00:00
El Centro,CA,Triangle,2100,3 orange bright triangle or arrowhead shape lights reappeared.,4/12/2013,3/1/2013,21:05:00
China Spring,TX,Triangle,60,White light in front and two red lights at the other points.,5/15/2013,3/1/2013,19:30:00
Maitland,FL,Triangle,8,"Aqua blue lights in Maitland, Florida.",5/15/2013,3/1/2013,8:30:00
Rohnert Park,CA,Triangle,120,"Triangle, 3 red/orange lights, interrupted by aircraft.",2/28/2013,2/27/2013,20:00:00
Raleigh,NC,Triangle,300,Three triangular craft visible for 5 min near I-540 on 2/27/2013,5/15/2013,2/27/2013,19:00:00
Brawley,CA,Triangle,2100,3 orange bright triangle or arrowhead shape lights reappeared.,5/15/2013,2/26/2013,21:05:00
Pigeon Forge,TN,Triangle,120,Saw a dark triangular object with bright red lights that flew over us.,6/2/2013,2/24/2013,19:10:00
St. Louis,MO,Triangle,120,triangle lights moving in a counter clockwise motion a yellow/orange color.,2/28/2013,2/23/2013,19:45:00
Midlothian,VA,Triangle,600,Extremely three bright lights that were shooting start fast.,2/28/2013,2/23/2013,6:50:00
Cascade Locks,OR,Triangle,600,Five Red Triangle Ufo's over the Columbia River.,2/28/2013,2/19/2013,21:00:00
Lexington,SC,Triangle,20,I looked up into the sky and saw two what I thought were stars.,2/28/2013,2/19/2013,19:00:00
Corydon,IN,Triangle,25,It was so Bright...,2/28/2013,2/17/2013,2:11:00
Knoxville,IA,Triangle,600,"3 medium bright lights in a triangular shape. Large circular light in center lit up and object moved, seemingly instantaneously to the",2/18/2013,2/12/2013,21:25:00
Metuchen,NJ,Triangle,30,"fast moving orange lights in triangle fomation flying with one point facing backward, two points forward",2/18/2013,2/11/2013,22:20:00
Sevierville/Pigeon Forge,TN,Triangle,120,Triangular shaped crafted flew over top of us.,6/2/2013,2/10/2013,19:10:00
Knoxville,TN,Triangle,30,"Triangle with each corner lit, moving VERY fast.",2/18/2013,2/8/2013,0:00:00
Victoria (Canada),BC,Triangle,60,"Triangular shaped, three lights very large. no sound, seen by 2",2/18/2013,2/7/2013,21:30:00
Placerville,CA,Triangle,1800,Was directly over my home.,2/18/2013,2/6/2013,19:00:00
Scappoose,OR,Triangle,120,Two large triangled shaped objects seen heading east following the Columbia river towards Portland.,2/18/2013,2/6/2013,18:45:00
Sylacauga,AL,Triangle,300,Orbs arranged in a triangular formation fly across the night sky.,2/28/2013,2/3/2013,20:00:00
Lancaster,MA,Triangle,300,Object is hundreds of yards wide large red rectangular lights v shaped moving dead slow.north to south no noise.,2/4/2013,2/3/2013,18:00:00
Hood River,OR,Triangle,6,"((HOAX??)) Group of young people claim to have witnessed a large triangle, with lights on its edges, streak overhead.",2/4/2013,2/2/2013,21:30:00
Grand Junction,CO,Triangle,3600,2 bright orbs of light.,2/4/2013,2/1/2013,20:35:00
Glenside,PA,Triangle,180,2 Triangular Low Flying Craft in Glenside PA.,2/4/2013,1/31/2013,21:00:00
Patterson,CA,Triangle,120,"Triangle shape object, followed by 2 lights, 1 very bright and the other about the brightness of a star.",2/4/2013,1/31/2013,18:00:00
Kissimmee,FL,Triangle,300,We saw a Orange triangle shaped flying towards us then flew off. ((NUFORC Note: Cape Canaveral missile launch. PD)),2/4/2013,1/30/2013,20:50:00
Jacksonville,FL,Triangle,10,Large gray triangular aircraft following florida air gaurd jet.,2/4/2013,1/29/2013,8:56:00
Lakewood,CO,Triangle,60,"Triangular, dimly-lit craft that made no noise and flew slowly.",2/4/2013,1/27/2013,18:50:00
Boca Raton,FL,Triangle,10,"Silent, single gold light flying very quickly. Changes direction several times.",2/4/2013,1/26/2013,3:35:00
Hope,ME,Triangle,60,"Triangle-shaped group of lights static above a hilltop, it moved, slowly and without apparent noise, in a N/NE direction.",2/4/2013,1/25/2013,17:50:00
Arlington,TX,Triangle,240,"I live in Arlington, Tx. Is the norm to hear planes all the time. DFW Airport is just north of us and only 20 min away.",2/4/2013,1/22/2013,5:25:00
Crofton,KY,Triangle,2340,"5 UFO's spotted, both saucer like and triangular in shape, white lights, crafts emitting sparks when they ascend.",2/4/2013,1/20/2013,1:00:00
Denver,PA,Triangle,300,"Triangular UFO hovering over Lancaster, PA.",2/4/2013,1/17/2013,21:45:00
Ferrisburg,VT,Triangle,300,Triangle shape object with 6 to 8 lights in my photos.,2/4/2013,1/17/2013,17:24:00
Reno/Fernley,NV,Triangle,600,I saw two ufo's with three triangular white lights on fat boomerang shaped craft on i80 east west at 19:15 on 01/16/2013.,2/4/2013,1/16/2013,19:15:00
St. Augustine,FL,Triangle,900,Trail of strange orange lights moving over St Augustine.,2/4/2013,1/16/2013,9:50:00
Fort Dodge,IA,Triangle,300,I was watching out my window as I usually do because I see them every night. We werewatching four bright lights apeard hot pink and we.,2/4/2013,1/15/2013,7:00:00
Milwaukee,WI,Triangle,7200,((HOAX??)) Triangle ufo gang.,2/4/2013,1/14/2013,0:00:00
Hampton,VA,Triangle,300,"Strange, slow-moving object over Hampton Roads Bridge Tunnel.",2/4/2013,1/13/2013,20:00:00
Candler,NC,Triangle,900,Black triangle with very bright white lights moving slowly flying low over western North Carolina,2/4/2013,1/13/2013,20:00:00
Milford,MA,Triangle,60,"Black triangle glider, forty feet off ground, red, blue, green lights on bottom, moved slowly and quietly.",2/4/2013,1/10/2013,18:10:00
McGregor,MN,Triangle,120,"We seen an Explosion over Ft. Riply, MN, at 13:00 on Jan 10 2012 along with lots of UFO Activity.",2/4/2013,1/10/2013,13:00:00
Idaho Springs to Dumont,CO,Triangle,120,"I was headed home from work w/ a friend taking us home from Idaho Springs to Dumont, CO. I saw to my left above the mountain rang",3/6/2015,1/10/2013,1:00:00
Vestal,NY,Triangle,180,"Triangle aircraft in Vestal, NY.",2/4/2013,1/8/2013,19:50:00
Gibsonville,NC,Triangle,300,Huge big lights on front.,1/16/2014,1/8/2013,8:00:00
Sioux Falls (outskirts of),SD,Triangle,30,"Triangular, 30- 40 seconds, multiple bright lights moving away slowly with no sound at all.",4/12/2013,1/8/2013,0:00:00
Chesapeake,VA,Triangle,900,Dark triangular craft with bright yellow light and smaller red and blue lights moved at pace of 25-30 mph.,2/4/2013,1/6/2013,23:30:00
Moundville,AL,Triangle,600,3 adults witnessed 7 lighted flying objects moving in a straight line the last one falling.,2/4/2013,1/6/2013,20:30:00
Canyon Lake,TX,Triangle,300,First a triangle bright no sound then transformed into a circular object. No movement then progressed quietly.,2/4/2013,1/6/2013,10:28:00
Markesan,WI,Triangle,300,Rock/triangle shaped objects in the sky,10/14/2013,1/5/2013,22:00:00
Huntington Beach,CA,Triangle,300,"4 glowing, orange, small, triangular lights.",2/4/2013,1/5/2013,17:30:00
Bedford,NY,Triangle,180,Football sized UFO over the town of Bedford,2/4/2013,1/3/2013,6:45:00
Stockton,CA,Triangle,120,"Trinagular object flying low, slowly across sky with alluminated outline.",2/4/2013,1/1/2013,19:15:00
Delta Junction,AK,Triangle,120,"2 UFO's bright orange lights in Delta Junction, Alaska",2/4/2013,1/1/2013,1:00:00
Odessa,TX,Triangle,20,Odessa tx flying object new years.,2/4/2013,1/1/2013,0:08:00
Richmond,VA,Triangle,300,Orange lights over Richmond va/ d..c.,2/4/2013,1/1/2013,0:00:00
Savannah,GA,Triangle,600,Orbs spotted over savannah and s.c..,2/4/2013,12/31/2012,23:45:00
Azusa,CA,Triangle,240,Azusa lights.,2/4/2013,12/31/2012,23:32:00
Ladson,SC,Triangle,240,"Craft with red light above Ladson, SC, on New Years Eve.",2/4/2013,12/31/2012,19:15:00
Moline,IL,Triangle,120,Triangle white lights on 3 edge.,1/29/2016,12/31/2012,19:00:00
"Washington, D.C.",DC,Triangle,900,"Saw a triangular craft flying north to south, few minutes saw a chemtrail moving east to west.",2/4/2013,12/31/2012,1:20:00
Summerville,SC,Triangle,300,"V shaped crafts, 3 of them in a Triangle formation VERY Close.",2/4/2013,12/29/2012,1:00:00
Ocean City,MD,Triangle,3,A triangle of orange lights when looking north on Ocean City Beach towards DE. Later at 12:30 a.m. a bright flash of white lights (appr,2/4/2013,12/28/2012,20:00:00
Las Vegas,NV,Triangle,900,Lighted hovering object above the hotel. ((NUFORC Note: Possible sighting of Sirius?? PD)),2/4/2013,12/27/2012,8:00:00
Santa Rosa,CA,Triangle,120,Three bright orange triangular lights seen by elementary school teacher on Christmas Eve-Not Santa's sleigh.,2/4/2013,12/24/2012,22:15:00
Lake Barrington,IL,Triangle,480,"8 Triangular Orange Lights Moving North to South on 12/24/12 @ 5:15pm CST in Lake Barrington, IL",2/4/2013,12/24/2012,17:15:00
Norfolk,VA,Triangle,60,"White lights, V-formation jetted thru sky then turned left and disappeared",2/4/2013,12/23/2012,21:50:00
Grovetown,GA,Triangle,60,Triangular shape with 3 very bright white/yellow lights moving slowly approximately 75 feet over the trees and was silent. It was sight,2/4/2013,12/23/2012,21:00:00
Madison,IN,Triangle,120,Triangle flying object with 2 lights on the back switching one to the other never at the same time.,2/4/2013,12/23/2012,19:00:00
Westminster,MD,Triangle,3600,Triangular shaped with flashing red and blue lights that was stationary at 9:30 pm,2/4/2013,12/23/2012,19:00:00
Colonial Heights,VA,Triangle,1800,Three Bright Red Triangles sighted Twice in Colonial Heights,2/4/2013,12/23/2012,0:30:00
Mt. Pleasant,MI,Triangle,300,"Five yellow/orange lights, no sound traveling east.",2/4/2013,12/22/2012,20:15:00
Sanbornton,NH,Triangle,600,Silent triangular craft in Central NH,2/4/2013,12/22/2012,19:00:00
Camp Mckall,NC,Triangle,300,Big noiseless flying object/vehicle of some time about 5 mile wing span.,2/4/2013,12/22/2012,7:00:00
Mount Vernon,WA,Triangle,600,"It was flashing red,blue,white and green then all of a sudden it shot into the sky really fast then it was gone. But the shape was a tr",12/21/2012,12/21/2012,2:10:00
Greenville,AL,Triangle,20,Triangle shaped object - 2 witnesses,2/4/2013,12/20/2012,21:30:00
LaGrange,OH,Triangle,300,Triangle craft with lights in each corner and a large light in the center seen up close.,7/3/2013,12/20/2012,5:30:00
Natick,MA,Triangle,15,"Huge triangle shaped craft with bright dome on top gliding, no noise - scary!",12/20/2012,12/19/2012,23:00:00
Bolivar,MO,Triangle,600,Two craft chase over Bolivar.,2/4/2013,12/18/2012,19:15:00
Plattsburgh,NY,Triangle,420,Triangle shaped black object.,12/20/2012,12/16/2012,21:47:00
Potomac,MD,Triangle,2400,I and girlfriend noticed a bright object in the sky around 10:45.,12/20/2012,12/14/2012,22:45:00
North Highlands,CA,Triangle,30,"Large, fast-moving, triangular object with orange lights spotted in Sacramento sky.",12/20/2012,12/14/2012,0:18:00
Burgaw,NC,Triangle,30,On this night I was outside checking out the meteor shower from my backyard.. it wasn't very visible because i have a security light s,12/20/2012,12/13/2012,23:00:00
